#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_004631.1,2158306,2159826,-,-,-,T_RS10670,WP_001095232.1,506,histidine ammonia-lyase
chr,NC_004631.1,2159828,2161513,-,-,-,T_RS10675,WP_001115205.1,561,urocanate hydratase
chr,NC_004631.1,2161709,2162434,-,-,-,T_RS10680,WP_000287410.1,241,histidine utilization repressor
chr,NC_004631.1,2162479,2163432,-,-,-,T_RS10685,WP_000195672.1,317,formimidoylglutamase
chr,NC_004631.1,2163429,2164652,-,-,-,T_RS10690,WP_001249497.1,407,imidazolonepropionase
chr,NC_004631.1,2164890,2166173,+,-,-,T_RS10695,WP_001094768.1,427,putative acyl-CoA thioester hydrolase
chr,NC_004631.1,2166317,2167312,-,-,-,T_RS10700,WP_000815470.1,331,6-phosphogluconolactonase
chr,NC_004631.1,2167476,2168294,+,-,-,T_RS10705,WP_010989132.1,272,pyridoxal phosphatase
chr,NC_004631.1,2168295,2169353,-,-,-,T_RS10710,WP_000891721.1,352,molybdenum import ATP-binding protein ModC
chr,NC_004631.1,2169356,2170045,-,-,modB,T_RS10715,WP_000604026.1,229,MULTISPECIES: molybdate ABC transporter permease subunit
chr,NC_004631.1,2170045,2170818,-,-,-,T_RS10720,WP_000951413.1,257,molybdate ABC transporter substrate-binding protein
chr,NC_004631.1,2170985,2171134,-,-,-,T_RS10725,WP_000891513.1,49,"MULTISPECIES: multidrug efflux pump-associated protein, AcrZ family"
chr,NC_004631.1,2171263,2172051,+,-,-,T_RS10730,WP_001147416.1,262,molybdenum-dependent transcriptional regulator
chr,NC_004631.1,2172119,2173594,+,-,-,T_RS10735,WP_000096923.1,491,molybdate ABC transporter ATP-binding protein ModF
chr,NC_004631.1,2173765,2174673,+,-,-,T_RS10740,WP_000885529.1,302,DUF2167 domain-containing protein
chr,NC_004631.1,2174896,2175912,+,-,-,T_RS10745,WP_001265456.1,338,UDP-glucose 4-epimerase
chr,NC_004631.1,2175923,2176969,+,-,-,T_RS10750,WP_000187468.1,348,galactose-1-phosphate uridylyltransferase
chr,NC_004631.1,2176972,2178120,+,-,-,T_RS10755,WP_001049364.1,382,galactokinase
chr,NC_004631.1,2178114,2179154,+,-,galM,T_RS10760,WP_000931431.1,346,galactose-1-epimerase
chr,NC_004631.1,2179169,2179360,+,-,-,T_RS24365,WP_001752183.1,63,MULTISPECIES: hypothetical protein
chr,NC_004631.1,2179378,2180130,+,-,gpmA,T_RS10765,WP_000301554.1,250,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
chr,NC_004631.1,2180221,2180997,-,-,-,T_RS10770,WP_001253471.1,258,ABC transporter ATP-binding protein
chr,NC_004631.1,2180997,2182076,-,-,-,T_RS10775,WP_000128344.1,359,iron ABC transporter permease
chr,NC_004631.1,2182229,2183281,-,-,-,T_RS10780,WP_001109233.1,350,3-deoxy-7-phosphoheptulonate synthase AroG
chr,NC_004631.1,2183601,2183987,+,-,-,T_RS10785,WP_000784380.1,128,MULTISPECIES: hypothetical protein
chr,NC_004631.1,2184098,2185036,+,-,-,T_RS10790,WP_000951257.1,312,zinc transporter ZitB
chr,NC_004631.1,2185033,2185752,-,-,-,T_RS10795,WP_000345378.1,239,nicotinamide riboside transporter PnuC
chr,NC_004631.1,2185777,2186820,-,-,-,T_RS10800,WP_000115355.1,347,quinolinate synthase
chr,NC_004631.1,2187782,2188570,-,-,-,T_RS10820,WP_000097547.1,262,cell division protein CpoB
chr,NC_004631.1,2188580,2189104,-,-,-,T_RS10825,WP_001176621.1,174,MULTISPECIES: peptidoglycan-associated lipoprotein Pal
chr,NC_004631.1,2189139,2190431,-,-,-,T_RS10830,WP_010989131.1,430,Tol-Pal system protein TolB
chr,NC_004631.1,2190555,2191685,-,-,tolA,T_RS10835,WP_000030559.1,376,cell envelope integrity protein TolA
chr,NC_004631.1,2191750,2192178,-,-,-,T_RS10840,WP_000124676.1,142,colicin uptake protein TolR
chr,NC_004631.1,2192182,2192874,-,-,-,T_RS10845,WP_000131318.1,230,Tol-Pal system protein TolQ
chr,NC_004631.1,2192871,2193275,-,-,-,T_RS10850,WP_001046241.1,134,acyl-CoA thioesterase YbgC
chr,NC_004631.1,2193504,2193785,-,-,-,T_RS10855,WP_000875303.1,93,cyd operon protein YbgE
chr,NC_004631.1,2193782,2193922,-,-,-,T_RS10860,WP_000581366.1,46,hypothetical protein
chr,NC_004631.1,2193922,2194035,-,-,-,T_RS10865,WP_000270278.1,37,MULTISPECIES: cytochrome bd-I oxidase subunit CydX
chr,NC_004631.1,2194050,2195189,-,-,-,T_RS10870,WP_000568258.1,379,cytochrome d ubiquinol oxidase subunit II
chr,NC_004631.1,2195205,2196773,-,-,-,T_RS10875,WP_000884372.1,522,cytochrome bd-I ubiquinol oxidase subunit CydA
chr,NC_004631.1,2198361,2199230,-,-,-,T_RS10885,WP_000114639.1,289,succinate--CoA ligase subunit alpha
chr,NC_004631.1,2199230,2200396,-,-,-,T_RS10890,WP_001048590.1,388,succinyl-CoA ligase subunit beta
chr,NC_004631.1,2200538,2201746,-,-,-,T_RS10895,WP_000099858.1,402,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
chr,NC_004631.1,2201761,2204562,-,-,-,T_RS10900,WP_001181500.1,933,2-oxoglutarate dehydrogenase E1 component
chr,NC_004631.1,2205088,2205804,-,-,sdhB,T_RS10905,WP_001764104.1,238,succinate dehydrogenase iron-sulfur subunit
chr,NC_004631.1,2205821,2207587,-,-,-,T_RS10910,WP_000775523.1,588,succinate dehydrogenase flavoprotein subunit
chr,NC_004631.1,2207587,2207934,-,-,-,T_RS10915,WP_000254356.1,115,MULTISPECIES: succinate dehydrogenase membrane anchor subunit
chr,NC_004631.1,2207928,2208317,-,-,sdhC,T_RS10920,WP_001539490.1,129,MULTISPECIES: succinate dehydrogenase cytochrome b556 subunit
chr,NC_004631.1,2208726,2209112,-,-,-,T_RS10925,WP_031624218.1,128,hypothetical protein
chr,NC_004631.1,2209072,2210355,+,-,-,T_RS10930,WP_000785816.1,427,citrate synthase
chr,NC_004631.1,2210492,2211538,+,-,-,T_RS10935,WP_001122050.1,348,AbrB family transcriptional regulator
chr,NC_004631.1,2211593,2212384,-,-,-,T_RS10940,WP_001113965.1,263,endonuclease VIII
chr,NC_004631.1,2212418,2212570,-,-,-,T_RS10945,WP_010989129.1,50,hypothetical protein
chr,NC_004631.1,2212638,2213090,-,-,-,T_RS25470,WP_000393540.1,150,hypothetical protein
chr,NC_004631.1,2214118,2214951,-,-,-,T_RS10955,WP_001800477.1,277,glycosyltransferase family 2 protein
chr,NC_004631.1,2217017,2217727,-,-,-,T_RS10965,WP_000702850.1,236,ABC transporter ATP-binding protein
chr,NC_004631.1,2217938,2218501,-,-,-,T_RS10970,WP_000998818.1,187,permease
chr,NC_004631.1,2218630,2219763,-,-,-,T_RS10975,WP_000824901.1,377,glycosyltransferase family 1 protein
chr,NC_004631.1,2219776,2220669,-,-,-,T_RS10980,WP_001779971.1,297,glycosyltransferase family 2 protein
chr,NC_004631.1,2222105,2222845,-,-,-,T_RS10990,WP_001194239.1,246,hypothetical protein
chr,NC_004631.1,2222847,2223182,-,-,-,T_RS10995,WP_010989127.1,111,hypothetical protein
chr,NC_004631.1,2223360,2223926,-,-,-,T_RS11000,WP_000824704.1,188,DNA recombinase
chr,NC_004631.1,2223986,2224117,-,-,-,T_RS11005,WP_001521652.1,43,hypothetical protein
chr,NC_004631.1,2224441,2225175,-,-,-,T_RS11010,WP_001017910.1,244,LamB/YcsF family protein
chr,NC_004631.1,2225165,2226097,-,-,-,T_RS11015,WP_000932048.1,310,biotin-dependent carboxyltransferase family protein
chr,NC_004631.1,2226091,2226747,-,-,-,T_RS11020,WP_001188373.1,218,hypothetical protein
chr,NC_004631.1,2226763,2227506,-,-,-,T_RS11025,WP_000798844.1,247,Nif3-like dinuclear metal center hexameric protein
chr,NC_004631.1,2227678,2227791,+,-,-,T_RS24380,WP_001531359.1,37,hypothetical protein
chr,NC_004631.1,2227835,2229316,+,-,-,T_RS11030,WP_001041123.1,493,dipeptide permease D
chr,NC_004631.1,2229355,2230776,-,-,-,T_RS11035,WP_001142014.1,473,deoxyribodipyrimidine photo-lyase
chr,NC_004631.1,2230887,2231093,-,-,-,T_RS11040,WP_000401435.1,68,DUF2517 family protein
chr,NC_004631.1,2231430,2231519,+,-,-,T_RS11045,WP_001670793.1,29,MULTISPECIES: potassium-transporting ATPase subunit F
chr,NC_004631.1,2231519,2233198,+,-,-,T_RS11050,WP_000730077.1,559,potassium-transporting ATPase A chain
chr,NC_004631.1,2233219,2234928,+,-,-,T_RS11055,WP_000088016.1,569,ATPase
chr,NC_004631.1,2234937,2235521,+,-,-,T_RS11060,WP_014341418.1,194,potassium-transporting ATPase subunit KdpC
chr,NC_004631.1,2235518,2238202,+,-,-,T_RS11065,WP_000997483.1,894,two-component system sensor histidine kinase KdbD
chr,NC_004631.1,2238199,2238876,+,-,-,T_RS11070,WP_000186051.1,225,two-component system response regulator KdpE
chr,NC_004631.1,2239638,2240051,+,-,-,T_RS25480,WP_001787159.1,137,ornithine decarboxylase
chr,NC_004631.1,2241703,2243022,+,-,-,T_RS11085,WP_000042658.1,439,putrescine-ornithine antiporter
chr,NC_004631.1,2243087,2243572,+,-,-,T_RS11090,WP_000070053.1,161,pyridoxamine 5\'-phosphate oxidase family protein
chr,NC_004631.1,2246079,2246849,+,-,-,T_RS11105,WP_000773252.1,256,esterase
chr,NC_004631.1,2246983,2247276,+,-,-,T_RS11110,WP_001040939.1,97,MULTISPECIES: LexA regulated protein
chr,NC_004631.1,2247427,2247957,+,-,-,T_RS11115,WP_001018622.1,176,flavodoxin FldA
chr,NC_004631.1,2248239,2248691,+,-,-,T_RS11120,WP_000131699.1,150,MULTISPECIES: ferric iron uptake transcriptional regulator
chr,NC_004631.1,2248806,2249732,+,-,-,T_RS11125,WP_000423368.1,308,tricarballylate utilization LysR family transcriptional regulator TcuR
chr,NC_004631.1,2249830,2251233,+,-,-,T_RS11130,WP_000228705.1,467,FAD-dependent tricarballylate dehydrogenase TcuA
chr,NC_004631.1,2251220,2252359,+,-,tcuB,T_RS11135,WP_000811143.1,379,tricarballylate utilization protein TcuB
chr,NC_004631.1,2252410,2253714,+,-,-,T_RS11140,WP_000057014.1,434,tricarballylate/proton symporter TcuC
chr,NC_004631.1,2253763,2254095,-,-,-,T_RS11145,WP_000722260.1,110,lipoprotein
chr,NC_004631.1,2254145,2255551,-,-,chiP,T_RS11150,WP_001258803.1,468,chitoporin
chr,NC_004631.1,2256003,2257670,-,-,-,T_RS11155,WP_001287188.1,555,glutamine--tRNA ligase
chr,NC_004631.1,2257881,2259833,-,-,-,T_RS11160,WP_001023150.1,650,PTS N-acetyl glucosamine transporter subunit IIABC
chr,NC_004631.1,2260160,2260960,+,-,-,T_RS11165,WP_001237064.1,266,glucosamine-6-phosphate deaminase
chr,NC_004631.1,2261020,2262174,+,-,-,T_RS11170,WP_000271187.1,384,N-acetylglucosamine-6-phosphate deacetylase
chr,NC_004631.1,2262179,2263399,+,-,-,T_RS11175,WP_000187578.1,406,ROK family transcriptional regulator
chr,NC_004631.1,2263446,2264198,+,-,-,T_RS11180,WP_000153143.1,250,MULTISPECIES: HAD-IIA family hydrolase
chr,NC_004631.1,2264488,2266152,+,-,asnB,T_RS11185,WP_000337026.1,554,asparagine synthase B
chr,NC_004631.1,2267097,2268272,-,-,ubiF,T_RS11220,WP_000184625.1,391,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
chr,NC_004631.1,2268416,2269840,+,-,-,T_RS11225,WP_001519200.1,474,MULTISPECIES: tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chr,NC_004631.1,2270006,2271091,+,-,-,T_RS11230,WP_000493272.1,361,PhoH family protein
chr,NC_004631.1,2271088,2271561,+,-,-,T_RS11235,WP_000084477.1,157,endoribonuclease YbeY
chr,NC_004631.1,2271719,2272597,+,-,-,T_RS11240,WP_001278615.1,292,magnesium and cobalt efflux protein CorC
chr,NC_004631.1,2272617,2274155,+,-,-,T_RS11245,WP_000853074.1,512,apolipoprotein N-acyltransferase
chr,NC_004631.1,2274555,2275481,+,-,-,T_RS11250,WP_000588826.1,308,amino acid ABC transporter substrate-binding protein
chr,NC_004631.1,2275641,2276381,+,-,-,T_RS11255,WP_000020930.1,246,MULTISPECIES: amino acid ABC transporter permease
chr,NC_004631.1,2276381,2277055,+,-,-,T_RS11260,WP_000272799.1,224,MULTISPECIES: glutamate/aspartate ABC transporter permease GltK
chr,NC_004631.1,2277055,2277780,+,-,artP,T_RS11265,WP_000631369.1,241,amino acid ABC transporter ATP-binding protein
chr,NC_004631.1,2277897,2278832,+,-,-,T_RS11270,WP_001207423.1,311,pyrimidine-specific ribonucleoside hydrolase RihA
chr,NC_004631.1,2278864,2279244,+,-,-,T_RS11275,WP_000498866.1,126,hypothetical protein
chr,NC_004631.1,2279283,2279756,-,-,-,T_RS11280,WP_001044885.1,157,zinc ribbon-containing protein
chr,NC_004631.1,2279849,2281777,-,-,-,T_RS11285,WP_001044179.1,642,sigma-54-dependent transcriptional regulator
chr,NC_004631.1,2281845,2282798,-,-,-,T_RS11290,WP_000694473.1,317,2-keto-3-deoxygluconate permease 2
chr,NC_004631.1,2282848,2284020,-,-,-,T_RS11295,WP_001775656.1,390,"hydrolase, partial"
chr,NC_004631.1,2284037,2284378,-,-,-,T_RS11300,WP_001574029.1,113,D-galactarate dehydratase
chr,NC_004631.1,2284615,2287197,+,-,-,T_RS11305,WP_001157907.1,860,leucine--tRNA ligase
chr,NC_004631.1,2287212,2287802,+,-,-,T_RS11310,WP_001269949.1,196,hypothetical protein
chr,NC_004631.1,2287802,2288833,+,-,-,T_RS11315,WP_000620491.1,343,DNA polymerase III subunit delta
chr,NC_004631.1,2288835,2289476,+,-,-,T_RS11320,WP_010989126.1,213,nicotinate-nucleotide adenylyltransferase
chr,NC_004631.1,2289451,2290545,-,-,-,T_RS11325,WP_001173241.1,364,threonine-phosphate decarboxylase
chr,NC_004631.1,2290642,2291250,+,-,-,T_RS11330,WP_001241919.1,202,adenosylcobalamin/alpha-ribazole phosphatase
chr,NC_004631.1,2291579,2291896,+,-,-,T_RS11340,WP_001161670.1,105,MULTISPECIES: ribosome silencing factor RsfS
chr,NC_004631.1,2291900,2292367,+,-,-,T_RS11345,WP_000776107.1,155,MULTISPECIES: 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
chr,NC_004631.1,2292398,2294299,+,-,-,T_RS11350,WP_000828701.1,633,penicillin-binding protein 2
chr,NC_004631.1,2294302,2295414,+,-,-,T_RS11355,WP_000131713.1,370,rod shape-determining protein RodA
chr,NC_004631.1,2295425,2296558,+,-,-,T_RS11360,WP_000549517.1,377,septal ring lytic transglycosylase RlpA
chr,NC_004631.1,2296697,2297908,+,-,-,T_RS11365,WP_000858714.1,403,serine-type D-Ala-D-Ala carboxypeptidase
chr,NC_004631.1,2298016,2298279,+,-,-,T_RS11370,WP_000850547.1,87,MULTISPECIES: DUF493 family protein
chr,NC_004631.1,2298379,2299020,+,-,-,T_RS11375,WP_000284017.1,213,octanoyltransferase
chr,NC_004631.1,2299322,2300275,+,-,-,T_RS11380,WP_001282817.1,317,DNA-binding transcriptional regulator
chr,NC_004631.1,2300481,2301446,+,-,-,T_RS11385,WP_000042640.1,321,lipoyl synthase
chr,NC_004631.1,2301533,2301736,-,-,tatE,T_RS11390,WP_000503938.1,67,MULTISPECIES: twin-arginine translocase subunit TatE
chr,NC_004631.1,2302742,2303125,+,-,-,T_RS11400,WP_000939753.1,127,MULTISPECIES: fluoride efflux transporter CrcB
chr,NC_004631.1,2303183,2303392,-,-,-,T_RS11405,WP_000034826.1,69,MULTISPECIES: cold shock-like protein CspE
chr,NC_004631.1,2303580,2304152,-,-,pagP,T_RS11410,WP_001784638.1,190,lipid IV(A) palmitoyltransferase PagP
chr,NC_004631.1,2304531,2305916,+,-,-,T_RS11415,WP_000958619.1,461,anaerobic C4-dicarboxylate transporter DcuC
chr,NC_004631.1,2305970,2306650,-,-,dpiA,T_RS11420,WP_000138786.1,226,MULTISPECIES: two-component response regulator
chr,NC_004631.1,2306619,2308280,-,-,dpiB,T_RS11425,WP_000121811.1,553,sensor histidine kinase DpiB
chr,NC_004631.1,2308290,2308472,-,-,-,T_RS24390,WP_071524986.1,60,hypothetical protein
chr,NC_004631.1,2308715,2309740,+,-,-,T_RS11430,WP_001723760.1,341,[citrate (pro-3S)-lyase] ligase [Salmonella enterica]
chr,NC_004631.1,2309737,2310033,+,-,-,T_RS11435,WP_000700679.1,98,MULTISPECIES: citrate lyase ACP
chr,NC_004631.1,2310030,2310938,+,-,-,T_RS11440,WP_000622335.1,302,citrate (pro-3S)-lyase subunit beta
chr,NC_004631.1,2310948,2312477,+,-,-,T_RS11445,WP_000192347.1,509,citrate lyase subunit alpha
chr,NC_004631.1,2312348,2312926,+,-,-,T_RS11450,WP_001681995.1,192,citrate lyase holo
chr,NC_004631.1,2312898,2313794,+,-,-,T_RS11455,WP_000982670.1,298,2-(5\'\'-triphosphoribosyl)-3\'-dephosphocoenzyme-A synthase
chr,NC_004631.1,2313832,2315367,+,-,-,T_RS11460,WP_000059035.1,511,anion permease
chr,NC_004631.1,2315477,2316283,+,-,-,T_RS11465,WP_001092588.1,268,ribonuclease I
chr,NC_004631.1,2316386,2316568,-,-,-,T_RS24395,WP_071524024.1,60,hypothetical protein
chr,NC_004631.1,2316518,2316928,+,-,-,T_RS11470,WP_000089748.1,136,MULTISPECIES: nucleoside diphosphate kinase regulator
chr,NC_004631.1,2317011,2318249,-,-,-,T_RS11475,WP_000646123.1,412,glutathione-dependent formaldehyde dehydrogenase
chr,NC_004631.1,2318334,2318540,-,-,-,T_RS24400,WP_071525163.1,68,hypothetical protein
chr,NC_004631.1,2318472,2318900,+,-,-,T_RS11480,WP_000278499.1,142,universal stress protein G
chr,NC_004631.1,2318968,2319735,-,-,-,T_RS11485,WP_000417104.1,255,hydrogenase
chr,NC_004631.1,2319735,2320292,-,-,-,T_RS11490,WP_001250378.1,185,4Fe-4S dicluster domain-containing protein
chr,NC_004631.1,2320289,2322568,-,-,-,T_RS11495,WP_000064331.1,759,DMSO reductase subunit A
chr,NC_004631.1,2322639,2323121,-,-,-,T_RS11500,WP_000377432.1,160,molecular chaperone
chr,NC_004631.1,2323397,2323855,-,-,-,T_RS11505,WP_000502119.1,152,MULTISPECIES: IS200/IS605 family transposase IS200F
chr,NC_004631.1,2323812,2324000,-,-,-,T_RS24405,WP_001542475.1,62,MULTISPECIES: hypothetical protein
chr,NC_004631.1,2324165,2325730,-,-,-,T_RS11510,WP_000887645.1,521,alkyl hydroperoxide reductase subunit F
chr,NC_004631.1,2325972,2326535,-,-,-,T_RS11515,WP_000052802.1,187,MULTISPECIES: alkyl hydroperoxide reductase subunit C
chr,NC_004631.1,2326975,2327721,+,-,-,T_RS11520,WP_000597117.1,248,thiol:disulfide interchange protein DsbG
chr,NC_004631.1,2328038,2328940,+,-,-,T_RS11525,WP_000002489.1,300,LysR family transcriptional regulator
chr,NC_004631.1,2329106,2330341,+,-,-,T_RS11530,WP_000118145.1,411,phosphoadenosine phosphosulfate reductase
chr,NC_004631.1,2330314,2330931,+,-,-,T_RS11535,WP_001164761.1,205,hypothetical protein
chr,NC_004631.1,2330932,2332092,-,-,-,T_RS11540,WP_001245604.1,386,pyridoxal phosphate-dependent aminotransferase
chr,NC_004631.1,2332219,2333307,+,-,-,T_RS11545,WP_001016858.1,362,oxidoreductase
chr,NC_004631.1,2333343,2333540,-,-,-,T_RS11550,WP_000460619.1,65,MULTISPECIES: DUF466 domain-containing protein
chr,NC_004631.1,2333604,2335709,-,-,-,T_RS11555,WP_001043112.1,701,carbon starvation protein CstA
chr,NC_004631.1,2335891,2336304,-,-,-,T_RS11560,WP_000637966.1,137,proofreading thioesterase EntH
chr,NC_004631.1,2336307,2337062,-,-,-,T_RS11565,WP_000135726.1,251,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
chr,NC_004631.1,2337062,2337919,-,-,-,T_RS11570,WP_001007162.1,285,isochorismatase
chr,NC_004631.1,2337933,2339543,-,-,entE,T_RS11575,WP_001222444.1,536,"(2,3-dihydroxybenzoyl)adenylate synthase"
chr,NC_004631.1,2339553,2340728,-,-,-,T_RS11580,WP_000367596.1,391,isochorismate synthase EntC
chr,NC_004631.1,2341036,2341992,+,-,-,T_RS11585,WP_001239614.1,318,Fe2+-enterobactin ABC transporter substrate-binding protein
chr,NC_004631.1,2342055,2343299,-,-,-,T_RS11590,WP_001081657.1,414,MFS transporter
chr,NC_004631.1,2343410,2344417,+,-,-,T_RS11595,WP_001277880.1,335,Fe(3+)-siderophore ABC transporter permease
chr,NC_004631.1,2344417,2345406,+,-,-,T_RS11600,WP_000480067.1,329,iron-enterobactin ABC transporter permease
chr,NC_004631.1,2345403,2346197,+,-,-,T_RS11605,WP_000140620.1,264,iron-enterobactin ABC transporter ATP-binding protein
chr,NC_004631.1,2347636,2351520,-,-,entF,T_RS11615,WP_000194158.1,1294,enterobactin non-ribosomal peptide synthetase EntF
chr,NC_004631.1,2351517,2351735,-,-,-,T_RS11620,WP_000396011.1,72,MbtH family protein
chr,NC_004631.1,2351766,2352980,-,-,-,T_RS11625,WP_000656592.1,404,enterochelin esterase
chr,NC_004631.1,2353169,2355424,+,-,-,T_RS11630,WP_001034967.1,751,TonB-dependent siderophore receptor
chr,NC_004631.1,2355471,2356175,+,-,-,T_RS11635,WP_001681620.1,234,enterobactin synthase component D
chr,NC_004631.1,2356187,2357305,+,-,-,T_RS11640,WP_001196921.1,372,glutamate--cysteine ligase
chr,NC_004631.1,2357372,2357620,+,-,-,T_RS11645,WP_000682500.1,82,DUF1158 family protein
chr,NC_004631.1,2357626,2357967,-,-,-,T_RS11650,WP_000155638.1,113,RamA family antibiotic efflux transcriptional regulator
chr,NC_004631.1,2358256,2358837,+,-,-,T_RS11655,WP_000113603.1,193,TetR/AcrR family transcriptional regulator
chr,NC_004631.1,2358837,2359205,+,-,-,T_RS11660,WP_000348987.1,122,MmcQ/YjbR family DNA-binding protein
chr,NC_004631.1,2359302,2359955,+,-,-,T_RS11665,WP_000355874.1,217,oxygen-insensitive NAD(P)H nitroreductase
chr,NC_004631.1,2360310,2362280,-,-,-,T_RS11670,WP_000192421.1,656,autotransporter domain-containing protein
chr,NC_004631.1,2362379,2362561,-,-,-,T_RS24420,WP_014341426.1,60,hypothetical protein
chr,NC_004631.1,2362591,2363838,+,-,-,T_RS11675,WP_001156971.1,415,mechanosensitive ion channel family protein
chr,NC_004631.1,2363880,2365274,-,-,-,T_RS11680,WP_000786293.1,464,phenylalanine transporter
chr,NC_004631.1,2365600,2366310,+,-,-,T_RS25485,WP_001033463.1,236,hypothetical protein
chr,NC_004631.1,2366335,2366775,+,-,-,T_RS25490,WP_001271550.1,146,hypothetical protein
chr,NC_004631.1,2366854,2367414,-,-,-,T_RS11690,WP_000362177.1,186,DUF417 domain-containing protein
chr,NC_004631.1,2367427,2367663,-,-,-,T_RS11695,WP_000922170.1,78,DUF1471 domain-containing protein
chr,NC_004631.1,2367647,2367901,+,-,-,T_RS24425,WP_071525139.1,84,hypothetical protein
chr,NC_004631.1,2367820,2369145,-,-,-,T_RS11700,WP_000195937.1,441,pyridine nucleotide-disulfide oxidoreductase
chr,NC_004631.1,2369361,2370215,+,-,-,T_RS11705,WP_000339629.1,284,AraC family transcriptional regulator
chr,NC_004631.1,2370775,2371020,+,-,-,T_RS11720,WP_000445906.1,81,copper-binding protein
chr,NC_004631.1,2371423,2371785,+,-,-,T_RS11725,WP_000915523.1,120,GtrA family protein
chr,NC_004631.1,2371782,2372708,+,-,-,T_RS11730,WP_000703607.1,308,glycosyltransferase
chr,NC_004631.1,2372689,2374341,+,-,-,T_RS11735,WP_077905070.1,550,hypothetical protein
chr,NC_004631.1,2375315,2375551,+,-,-,T_RS24430,WP_000860677.1,78,"hypothetical protein, partial"
chr,NC_004631.1,2375649,2375885,-,-,-,T_RS24435,WP_014341429.1,78,hypothetical protein
chr,NC_004631.1,2375841,2376437,+,-,-,T_RS11755,WP_000948632.1,198,fimbriae biosynthesis transcriptional regulator FimW
chr,NC_004631.1,2376599,2376910,+,-,-,T_RS11760,WP_000226497.1,103,diguanylate cyclase
chr,NC_004631.1,2376929,2377651,+,-,-,T_RS11765,WP_001258098.1,240,fimbriae biosynthesis regulator FimY
chr,NC_004631.1,2378255,2378887,+,-,-,T_RS11770,WP_000801270.1,210,fimbriae biosynthesis transcriptional regulator FimZ
chr,NC_004631.1,2378933,2379451,-,-,fimF,T_RS11775,WP_000603408.1,172,fimbriae assembly protein
chr,NC_004631.1,2379461,2380468,-,-,-,T_RS11780,WP_000708646.1,335,type 1 fimbrin D-mannose specific adhesin FimH
chr,NC_004631.1,2380483,2383095,-,-,-,T_RS11785,WP_000754216.1,870,outer membrane usher protein
chr,NC_004631.1,2383126,2383818,-,-,-,T_RS11790,WP_001764009.1,230,molecular chaperone FimC
chr,NC_004631.1,2383862,2384395,-,-,-,T_RS11795,WP_000619617.1,177,type 1 fimbrial protein subunit FimI
chr,NC_004631.1,2384470,2385024,-,-,fimA,T_RS11800,WP_000681037.1,184,type 1 fimbrial protein subunit FimA
chr,NC_004631.1,2385014,2385208,-,-,-,T_RS24440,WP_071525155.1,64,hypothetical protein
chr,NC_004631.1,2385571,2386437,+,-,-,T_RS11805,WP_000729163.1,288,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
chr,NC_004631.1,2386439,2386651,+,-,-,T_RS11810,WP_000190278.1,70,ribosome-associated protein YbcJ
chr,NC_004631.1,2386735,2387283,+,-,-,T_RS11815,WP_001143573.1,182,metal-dependent hydrolase
chr,NC_004631.1,2387374,2388759,-,-,-,T_RS11820,WP_000912377.1,461,cysteine--tRNA ligase
chr,NC_004631.1,2388932,2389426,+,-,-,T_RS11825,WP_000255988.1,164,peptidylprolyl isomerase B
chr,NC_004631.1,2389429,2390151,+,-,-,T_RS11830,WP_000212291.1,240,"UDP-2,3-diacylglucosamine diphosphatase"
chr,NC_004631.1,2390269,2390778,+,-,-,T_RS11835,WP_000098739.1,169,5-(carboxyamino)imidazole ribonucleotide mutase
chr,NC_004631.1,2390775,2391842,+,-,-,T_RS11840,WP_000815594.1,355,5-(carboxyamino)imidazole ribonucleotide synthase
chr,NC_004631.1,2391883,2392776,-,-,-,T_RS11845,WP_000855341.1,297,carbamate kinase
chr,NC_004631.1,2392780,2393589,-,-,-,T_RS11850,WP_000821188.1,269,DUF2877 domain-containing protein
chr,NC_004631.1,2393601,2394860,-,-,-,T_RS11855,WP_024131192.1,419,DUF1116 domain-containing protein
chr,NC_004631.1,2394870,2396534,-,-,-,T_RS11860,WP_000580919.1,554,acyl-CoA synthetase FdrA
chr,NC_004631.1,2396850,2397899,+,-,-,T_RS11865,WP_000703940.1,349,ureidoglycolate dehydrogenase
chr,NC_004631.1,2397921,2399156,+,-,-,T_RS11870,WP_000589772.1,411,allantoate amidohydrolase
chr,NC_004631.1,2399167,2399952,+,-,-,T_RS11875,WP_000540981.1,261,(S)-ureidoglycine aminohydrolase
chr,NC_004631.1,2400031,2401179,-,-,-,T_RS11880,WP_000706333.1,382,glycerate 3-kinase
chr,NC_004631.1,2401202,2402500,-,-,-,T_RS11885,WP_000484506.1,432,uracil/xanthine transporter
chr,NC_004631.1,2402559,2403920,-,-,-,T_RS11890,WP_000006865.1,453,cyclic amidohydrolase
