#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_011294.1,2243192,2243938,-,-,-,SEN_RS11140,WP_000434062.1,248,GntR family transcriptional regulator
chr,NC_011294.1,2243974,2244774,-,-,-,SEN_RS11145,WP_001188955.1,266,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
chr,NC_011294.1,2244761,2245558,-,-,-,SEN_RS11150,WP_001182156.1,265,hydroxyethylthiazole kinase
chr,NC_011294.1,2245968,2246282,+,-,-,SEN_RS11155,WP_000837534.1,104,MULTISPECIES: nickel/cobalt homeostasis protein RcnB
chr,NC_011294.1,2246326,2247348,-,-,-,SEN_RS11160,WP_000825916.1,340,fimbrial protein
chr,NC_011294.1,2247364,2249850,-,-,-,SEN_RS11165,WP_000413358.1,828,fimbrial biogenesis outer membrane usher protein
chr,NC_011294.1,2249879,2250559,-,-,-,SEN_RS11170,WP_000871808.1,226,fimbrial assembly chaperone
chr,NC_011294.1,2250621,2251154,-,-,-,SEN_RS11175,WP_000830690.1,177,fimbrial protein YehD
chr,NC_011294.1,2251433,2251714,-,-,-,SEN_RS11180,WP_000760404.1,93,DUF2574 family protein
chr,NC_011294.1,2251992,2253101,-,-,-,SEN_RS11185,WP_001005424.1,369,ATP-binding protein
chr,NC_011294.1,2253266,2255299,+,-,metG,SEN_RS11190,WP_000195340.1,677,methionine--tRNA ligase
chr,NC_011294.1,2255540,2255998,+,-,-,SEN_RS11195,WP_000703145.1,152,DUF1307 domain-containing protein
chr,NC_011294.1,2256170,2256700,+,-,-,SEN_RS11200,WP_001197951.1,176,DUF1307 domain-containing protein
chr,NC_011294.1,2256757,2257224,-,-,-,SEN_RS11205,WP_000950414.1,155,DUF1456 family protein
chr,NC_011294.1,2257271,2257990,-,-,-,SEN_RS11210,WP_000598637.1,239,DNA-binding response regulator
chr,NC_011294.1,2257987,2259672,-,-,-,SEN_RS11215,WP_000272845.1,561,sensor histidine kinase
chr,NC_011294.1,2259895,2260626,+,-,-,SEN_RS11220,WP_001240420.1,243,HTH-type transcriptional regulator MlrA
chr,NC_011294.1,2260686,2260793,+,-,-,SEN_RS11225,WP_001261696.1,35,MULTISPECIES: protein YohO
chr,NC_011294.1,2260774,2261505,-,-,-,SEN_RS11230,WP_000824854.1,243,ABC transporter permease
chr,NC_011294.1,2261489,2262436,-,-,-,SEN_RS11235,WP_000569168.1,315,"ABC transporter ATP-binding protein, partial"
chr,NC_011294.1,2262429,2263598,-,-,-,SEN_RS11240,WP_001278123.1,389,ABC transporter permease
chr,NC_011294.1,2263602,2264519,-,-,-,SEN_RS11245,WP_000155876.1,305,ABC transporter substrate-binding protein
chr,NC_011294.1,2264700,2266997,-,-,-,SEN_RS11250,WP_000871548.1,765,beta-glucosidase BglX
chr,NC_011294.1,2267264,2268994,+,-,-,SEN_RS11255,WP_000095232.1,576,D-lactate dehydrogenase
chr,NC_011294.1,2269053,2270000,-,-,-,SEN_RS11260,WP_000911555.1,315,D-alanyl-D-alanine endopeptidase
chr,NC_011294.1,2269891,2270166,-,-,-,SEN_RS23480,WP_071524050.1,91,hypothetical protein
chr,NC_011294.1,2270166,2270753,-,-,-,SEN_RS11265,WP_001017057.1,195,YIP1 family protein
chr,NC_011294.1,2270885,2271481,+,-,-,SEN_RS11270,WP_000930540.1,198,DedA family protein
chr,NC_011294.1,2271530,2272291,-,-,-,SEN_RS11275,WP_000169616.1,253,SDR family oxidoreductase
chr,NC_011294.1,2272357,2273793,-,-,-,SEN_RS11280,WP_001081453.1,478,multidrug resistance outer membrane protein MdtQ
chr,NC_011294.1,2274111,2274194,+,-,-,SEN_RS23485,WP_000698460.1,27,MULTISPECIES: membrane protein
chr,NC_011294.1,2274252,2275190,-,-,-,SEN_RS11285,WP_001264837.1,312,tRNA dihydrouridine(16) synthase DusC
chr,NC_011294.1,2275299,2276492,-,-,-,SEN_RS11290,WP_000150103.1,397,3-hydroxybenzoate 6-monooxygenase
chr,NC_011294.1,2276507,2277151,-,-,-,SEN_RS11295,WP_000781183.1,214,maleylacetoacetate isomerase
chr,NC_011294.1,2277160,2277861,-,-,-,SEN_RS11300,WP_000170621.1,233,FAA hydrolase family protein
chr,NC_011294.1,2277877,2278914,-,-,-,SEN_RS11305,WP_000273022.1,345,"gentisate 1,2-dioxygenase"
chr,NC_011294.1,2278926,2280284,-,-,-,SEN_RS11310,WP_000194222.1,452,MFS transporter
chr,NC_011294.1,2280410,2281318,+,-,-,SEN_RS11315,WP_000024658.1,302,LysR family transcriptional regulator
chr,NC_011294.1,2281450,2281848,+,-,-,SEN_RS11320,WP_000045719.1,132,hypothetical protein
chr,NC_011294.1,2281845,2282540,+,-,-,SEN_RS11325,WP_000989296.1,231,CidB/LrgB family autolysis modulator
chr,NC_011294.1,2282694,2283578,+,-,-,SEN_RS11330,WP_000553526.1,294,cytidine deaminase
chr,NC_011294.1,2283755,2284474,+,-,-,SEN_RS11335,WP_000920081.1,239,MULTISPECIES: outer membrane permeability protein SanA
chr,NC_011294.1,2284471,2284716,+,-,-,SEN_RS11340,WP_000605187.1,81,DUF2542 family protein
chr,NC_011294.1,2284921,2286162,+,-,-,SEN_RS11345,WP_001136420.1,413,NAD(P)-dependent oxidoreductase
chr,NC_011294.1,2286156,2287391,+,-,-,SEN_RS11350,WP_000956095.1,411,dihydropyrimidine dehydrogenase subunit B
chr,NC_011294.1,2287466,2288476,-,-,-,SEN_RS11355,WP_001275101.1,336,galactoside ABC transporter permease
chr,NC_011294.1,2288492,2290012,-,-,-,SEN_RS11360,WP_000535913.1,506,galactose/methyl galactoside ABC transporter ATP-binding protein MglA
chr,NC_011294.1,2290146,2291144,-,-,-,SEN_RS11365,WP_001036949.1,332,galactose/glucose ABC transporter substrate-binding protein MglB
chr,NC_011294.1,2291643,2292665,-,-,-,SEN_RS11370,WP_000628631.1,340,transcriptional regulator
chr,NC_011294.1,2292815,2293957,-,-,-,SEN_RS11375,WP_001674878.1,380,DUF418 family protein
chr,NC_011294.1,2293972,2294640,-,-,-,SEN_RS11380,WP_001139611.1,222,GTP cyclohydrolase I FolE
chr,NC_011294.1,2294809,2295042,+,-,-,SEN_RS23490,WP_012209975.1,77,hypothetical protein
chr,NC_011294.1,2294970,2295827,+,-,-,SEN_RS11385,WP_000425484.1,285,S-formylglutathione hydrolase
chr,NC_011294.1,2295816,2296205,-,-,-,SEN_RS11390,WP_000876817.1,129,XRE family transcriptional regulator
chr,NC_011294.1,2296210,2297577,-,-,-,SEN_RS11395,WP_000443206.1,455,L-serine ammonia-lyase
chr,NC_011294.1,2297794,2298681,+,-,-,SEN_RS11400,WP_000022911.1,295,phosphoserine phosphatase SerB
chr,NC_011294.1,2298714,2300036,+,-,-,SEN_RS11405,WP_000023807.1,440,MFS transporter
chr,NC_011294.1,2300080,2302071,-,-,-,SEN_RS11410,WP_000488245.1,663,catecholate siderophore receptor CirA
chr,NC_011294.1,2301974,2302279,+,-,-,SEN_RS23495,WP_016719250.1,101,hypothetical protein
chr,NC_011294.1,2302417,2303886,-,-,-,SEN_RS11415,WP_000535000.1,489,amino acid permease
chr,NC_011294.1,2304076,2304939,-,-,-,SEN_RS11420,WP_000548316.1,287,LysR family transcriptional regulator
chr,NC_011294.1,2305060,2306109,+,-,-,SEN_RS11425,WP_000137966.1,349,YeiH family protein
chr,NC_011294.1,2306188,2307045,+,-,-,SEN_RS11430,WP_000873915.1,285,endonuclease
chr,NC_011294.1,2307110,2308798,-,-,-,SEN_RS11435,WP_000854398.1,562,PTS fructose transporter subunit IIBC
chr,NC_011294.1,2308815,2309753,-,-,-,SEN_RS11440,WP_000091249.1,312,MULTISPECIES: 1-phosphofructokinase
chr,NC_011294.1,2309753,2310883,-,-,-,SEN_RS11445,WP_000487282.1,376,bifunctional PTS fructose transporter subunit IIA/HPr protein
chr,NC_011294.1,2311252,2312433,+,-,-,SEN_RS11450,WP_000551934.1,393,sugar efflux transporter SetB
chr,NC_011294.1,2312497,2313162,-,-,-,SEN_RS11455,WP_001213897.1,221,membrane protein
chr,NC_011294.1,2313164,2313286,-,-,-,SEN_RS11460,WP_001519564.1,40,membrane protein
chr,NC_011294.1,2313674,2313928,-,-,-,SEN_RS11465,WP_001523448.1,84,zinc/iron-chelating domain-containing protein
chr,NC_011294.1,2313927,2314118,+,-,-,SEN_RS23500,WP_001576222.1,63,hypothetical protein
chr,NC_011294.1,2314253,2314825,+,-,-,SEN_RS11470,WP_001136822.1,190,MULTISPECIES: elongation factor P-like protein YeiP
chr,NC_011294.1,2315038,2316024,+,-,-,SEN_RS11475,WP_000169342.1,328,GTP-binding protein
chr,NC_011294.1,2316054,2316773,+,-,-,SEN_RS11480,WP_000178091.1,239,phosphatase PAP2 family protein
chr,NC_011294.1,2316951,2317181,-,-,-,SEN_RS23505,WP_014344110.1,76,hypothetical protein
chr,NC_011294.1,2317187,2317759,+,-,-,SEN_RS11485,WP_000241015.1,190,MULTISPECIES: bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase
chr,NC_011294.1,2318085,2319641,+,-,-,SEN_RS11490,WP_000957752.1,518,cyclic di-GMP phosphodiesterase
chr,NC_011294.1,2319748,2321553,+,-,-,SEN_RS11495,WP_000561739.1,601,ABC transporter substrate-binding protein
chr,NC_011294.1,2321563,2322657,+,-,-,SEN_RS11500,WP_000501623.1,364,MULTISPECIES: microcin C ABC transporter permease YejB
chr,NC_011294.1,2322657,2323682,+,-,-,SEN_RS11505,WP_001137761.1,341,ABC transporter permease
chr,NC_011294.1,2323684,2325273,+,-,-,SEN_RS11510,WP_000203611.1,529,microcin C ABC transporter ATP-binding protein YejF
chr,NC_011294.1,2325277,2325621,-,-,-,SEN_RS11515,WP_001094639.1,114,MULTISPECIES: hypothetical protein
chr,NC_011294.1,2326012,2327202,-,-,-,SEN_RS11525,WP_000213396.1,396,Bcr/CflA family drug resistance efflux transporter
chr,NC_011294.1,2327230,2327925,-,-,-,SEN_RS11530,WP_001234841.1,231,16S rRNA pseudouridine(516) synthase RsuA
chr,NC_011294.1,2328077,2329837,+,-,-,SEN_RS11535,WP_000578115.1,586,DEAD/DEAH box helicase
chr,NC_011294.1,2329962,2330246,+,-,-,SEN_RS11540,WP_000494192.1,94,50S ribosomal protein L25
chr,NC_011294.1,2330354,2330974,-,-,-,SEN_RS11545,WP_000033431.1,206,hypothetical protein
chr,NC_011294.1,2331002,2332009,-,-,-,SEN_RS11550,WP_000050807.1,335,nucleoid-associated protein YejK
chr,NC_011294.1,2332189,2332416,+,-,-,SEN_RS11555,WP_001135904.1,75,MULTISPECIES: DUF1414 domain-containing protein
chr,NC_011294.1,2332448,2334208,+,-,-,SEN_RS11560,WP_000256145.1,586,hypothetical protein
chr,NC_011294.1,2334669,2334818,-,-,-,SEN_RS24370,WP_001598547.1,49,DUF4113 domain-containing protein
chr,NC_011294.1,2334979,2337345,-,-,-,SEN_RS11570,WP_001676053.1,788,SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2
chr,NC_011294.1,2337514,2337717,-,-,-,SEN_RS24375,WP_001113462.1,67,tail protein
chr,NC_011294.1,2338813,2339079,+,-,-,SEN_RS24380,WP_077681937.1,88,hypothetical protein
chr,NC_011294.1,2339109,2339312,+,-,-,SEN_RS11590,WP_001576231.1,67,hypothetical protein
chr,NC_011294.1,2339504,2340067,-,-,-,SEN_RS11595,WP_000281877.1,187,acyloxyacyl hydrolase
chr,NC_011294.1,2340652,2340798,-,-,-,SEN_RS23530,WP_001554888.1,48,hypothetical protein
chr,NC_011294.1,2340797,2341444,+,-,-,SEN_RS11600,WP_001115497.1,215,nitrate/nitrite response regulator protein NarP
chr,NC_011294.1,2341488,2342531,-,-,-,SEN_RS11605,WP_001238343.1,347,cytochrome c biogenesis protein CcmH
chr,NC_011294.1,2342528,2343085,-,-,-,SEN_RS11610,WP_000828305.1,185,thiol:disulfide interchange protein DsbE
chr,NC_011294.1,2343082,2345013,-,-,-,SEN_RS11615,WP_000982507.1,643,heme lyase CcmF/NrfE family subunit
chr,NC_011294.1,2345010,2345489,-,-,-,SEN_RS11620,WP_001053610.1,159,MULTISPECIES: cytochrome c maturation protein CcmE
chr,NC_011294.1,2345486,2345698,-,-,-,SEN_RS11625,WP_000074113.1,70,heme exporter protein CcmD
chr,NC_011294.1,2345695,2346432,-,-,-,SEN_RS11630,WP_000266002.1,245,heme ABC transporter permease
chr,NC_011294.1,2346484,2347143,-,-,-,SEN_RS11635,WP_000990039.1,219,heme exporter protein CcmB
chr,NC_011294.1,2347140,2347757,-,-,-,SEN_RS11640,WP_000888522.1,205,cytochrome c biogenesis heme-transporting ATPase CcmA
chr,NC_011294.1,2347778,2348380,-,-,-,SEN_RS11645,WP_000431778.1,200,MULTISPECIES: cytochrome c-type protein NapC
chr,NC_011294.1,2348390,2348839,-,-,napB,SEN_RS11650,WP_000835182.1,149,MULTISPECIES: nitrate reductase cytochrome c-type subunit
chr,NC_011294.1,2348955,2349824,-,-,-,SEN_RS11655,WP_000013532.1,289,quinol dehydrogenase ferredoxin subunit NapH
chr,NC_011294.1,2349811,2350506,-,-,-,SEN_RS11660,WP_000091673.1,231,ferredoxin-type protein NapG
chr,NC_011294.1,2350513,2352999,-,-,-,SEN_RS11665,WP_000778097.1,828,periplasmic nitrate reductase subunit alpha
chr,NC_011294.1,2352996,2353259,-,-,-,SEN_RS11670,WP_001260058.1,87,chaperone NapD
chr,NC_011294.1,2353249,2353740,-,-,-,SEN_RS11675,WP_000228069.1,163,ferredoxin-type protein NapF
chr,NC_011294.1,2354154,2354648,+,-,-,SEN_RS11680,WP_000781589.1,164,ecotin
chr,NC_011294.1,2354831,2356474,-,-,-,SEN_RS11685,WP_000421577.1,547,multidrug ABC transporter permease/ATP-binding protein
chr,NC_011294.1,2356548,2357198,-,-,-,SEN_RS11690,WP_000884995.1,216,DNA oxidative demethylase AlkB
chr,NC_011294.1,2357201,2358262,-,-,-,SEN_RS11695,WP_000975962.1,353,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada
chr,NC_011294.1,2358343,2359395,-,-,-,SEN_RS11700,WP_000784307.1,350,FAD:protein FMN transferase
chr,NC_011294.1,2359510,2360646,-,-,-,SEN_RS11705,WP_000865521.1,378,porin
chr,NC_011294.1,2360920,2361114,+,-,-,SEN_RS23535,WP_024131439.1,64,hypothetical protein
chr,NC_011294.1,2361373,2364042,+,-,-,SEN_RS11710,WP_000083201.1,889,phosphotransferase RcsD
chr,NC_011294.1,2364059,2364709,+,-,-,SEN_RS11715,WP_001061919.1,216,MULTISPECIES: DNA-binding response regulator
chr,NC_011294.1,2364812,2367658,-,-,-,SEN_RS11720,WP_000876084.1,948,two-component system sensor histidine kinase RcsC
chr,NC_011294.1,2367776,2370412,-,-,-,SEN_RS11725,WP_001281271.1,878,DNA gyrase subunit A
chr,NC_011294.1,2370492,2370722,+,-,-,SEN_RS23540,WP_001677045.1,76,hypothetical protein
chr,NC_011294.1,2370822,2372024,-,-,-,SEN_RS11730,WP_000705590.1,400,mandelate racemase/muconate lactonizing enzyme family protein
chr,NC_011294.1,2372039,2373364,-,-,-,SEN_RS11735,WP_000098086.1,441,MFS transporter
chr,NC_011294.1,2373414,2374298,+,-,-,SEN_RS11740,WP_000944715.1,294,GntR family transcriptional regulator
chr,NC_011294.1,2374381,2375109,+,-,-,SEN_RS11745,WP_001091008.1,242,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase
chr,NC_011294.1,2375465,2377750,+,-,-,SEN_RS11750,WP_001076489.1,761,ribonucleoside-diphosphate reductase subunit alpha
chr,NC_011294.1,2377863,2378993,+,-,-,SEN_RS11755,WP_000332026.1,376,ribonucleoside-diphosphate reductase 1 subunit beta
chr,NC_011294.1,2378993,2379247,+,-,-,SEN_RS11760,WP_000533921.1,84,2Fe-2S ferredoxin-like protein
chr,NC_011294.1,2379249,2380439,-,-,-,SEN_RS11765,WP_000660247.1,396,MFS transporter
chr,NC_011294.1,2380601,2381479,+,-,-,SEN_RS11770,WP_000176719.1,292,LysR family transcriptional regulator
chr,NC_011294.1,2381595,2382665,-,-,-,SEN_RS11775,WP_000858952.1,356,glycerophosphodiester phosphodiesterase
chr,NC_011294.1,2382670,2384028,-,-,-,SEN_RS11780,WP_000948739.1,452,glycerol-3-phosphate transporter
chr,NC_011294.1,2384301,2385929,+,-,-,SEN_RS11785,WP_000857205.1,542,anaerobic glycerol-3-phosphate dehydrogenase subunit A
chr,NC_011294.1,2385919,2387178,+,-,-,SEN_RS11790,WP_000667146.1,419,anaerobic glycerol-3-phosphate dehydrogenase subunit B
chr,NC_011294.1,2387175,2388365,+,-,-,SEN_RS11795,WP_001285726.1,396,anaerobic glycerol-3-phosphate dehydrogenase subunit C
chr,NC_011294.1,2388667,2388870,+,-,-,SEN_RS11800,WP_001751919.1,67,hypothetical protein
chr,NC_011294.1,2388791,2389813,+,-,-,SEN_RS11805,WP_001017735.1,340,SPI-2 type III secretion system effector deubiquitinase SseL
chr,NC_011294.1,2389900,2390076,-,-,-,SEN_RS24385,WP_001112763.1,58,hypothetical protein
chr,NC_011294.1,2390082,2390885,-,-,-,SEN_RS11810,WP_000992943.1,267,2-keto-3-deoxy-L-rhamnonate aldolase
chr,NC_011294.1,2392256,2393473,-,-,-,SEN_RS11820,WP_000427822.1,405,L-rhamnonate dehydratase
chr,NC_011294.1,2393475,2394257,-,-,-,SEN_RS11825,WP_000894170.1,260,IclR family transcriptional regulator
chr,NC_011294.1,2394507,2395703,-,-,-,SEN_RS11830,WP_000935685.1,398,nicotinamide mononucleotide deamidase-related protein YfaY
chr,NC_011294.1,2395818,2396465,-,-,-,SEN_RS11835,WP_001574701.1,215,membrane protein
chr,NC_011294.1,2396639,2397064,+,-,-,SEN_RS11840,WP_001249902.1,141,nucleoside triphosphatase
chr,NC_011294.1,2397109,2397714,-,-,-,SEN_RS11845,WP_000879248.1,201,histidine phosphatase family protein
chr,NC_011294.1,2397995,2399152,+,-,-,SEN_RS11850,WP_001669377.1,385,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
chr,NC_011294.1,2399155,2400138,+,-,-,SEN_RS11855,WP_000458887.1,327,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
chr,NC_011294.1,2400135,2402117,+,-,-,SEN_RS11860,WP_000648764.1,660,bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
chr,NC_011294.1,2402114,2403013,+,-,-,SEN_RS11865,WP_000169766.1,299,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
chr,NC_011294.1,2403010,2404656,+,-,-,SEN_RS11870,WP_000978052.1,548,4-amino-4-deoxy-L-arabinose lipid A transferase
chr,NC_011294.1,2404653,2404988,+,-,-,SEN_RS11875,WP_000580579.1,111,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
chr,NC_011294.1,2404988,2405365,+,-,-,SEN_RS11880,WP_000538696.1,125,4-amino-4-deoxy-L-arabinose-phospho-UDP flippase
chr,NC_011294.1,2405360,2405617,-,-,-,SEN_RS11885,WP_000455132.1,85,MULTISPECIES: signal transduction protein PmrD
chr,NC_011294.1,2405715,2407082,-,-,-,SEN_RS11890,WP_000144665.1,455,o-succinylbenzoate--CoA ligase
chr,NC_011294.1,2407079,2408041,-,-,-,SEN_RS11895,WP_001255563.1,320,o-succinylbenzoate synthase
chr,NC_011294.1,2408041,2408898,-,-,-,SEN_RS11900,WP_000640013.1,285,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
chr,NC_011294.1,2408913,2409671,-,-,-,SEN_RS11905,WP_000979132.1,252,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
chr,NC_011294.1,2409668,2411338,-,-,-,SEN_RS11910,WP_000116392.1,556,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
chr,NC_011294.1,2411424,2412719,-,-,-,SEN_RS11915,WP_000555674.1,431,isochorismate synthase MenF
chr,NC_011294.1,2412820,2413131,-,-,-,SEN_RS11920,WP_001242981.1,103,stress response protein ElaB
chr,NC_011294.1,2413180,2413641,-,-,-,SEN_RS11925,WP_000568155.1,153,GNAT family N-acetyltransferase
chr,NC_011294.1,2413702,2414619,+,-,-,SEN_RS11930,WP_000419096.1,305,ribonuclease Z
chr,NC_011294.1,2414685,2415686,+,-,-,SEN_RS11935,WP_000368558.1,333,chemotaxis signal transduction protein CheV
chr,NC_011294.1,2415727,2417517,-,-,-,SEN_RS11940,WP_000931756.1,596,VWA domain-containing protein
chr,NC_011294.1,2418406,2419863,-,-,-,SEN_RS11945,WP_000156667.1,485,NADH-quinone oxidoreductase subunit N
chr,NC_011294.1,2419870,2421399,-,-,-,SEN_RS11950,WP_000926428.1,509,NADH-quinone oxidoreductase subunit M
chr,NC_011294.1,2421713,2423554,-,-,-,SEN_RS11955,WP_001056568.1,613,NADH-quinone oxidoreductase subunit L
chr,NC_011294.1,2423551,2423853,-,-,-,SEN_RS11960,WP_000612687.1,100,MULTISPECIES: NADH-quinone oxidoreductase subunit K
chr,NC_011294.1,2423850,2424404,-,-,-,SEN_RS11965,WP_000393522.1,184,NADH-quinone oxidoreductase subunit J
chr,NC_011294.1,2424415,2424957,-,-,-,SEN_RS11970,WP_000172747.1,180,MULTISPECIES: NADH-quinone oxidoreductase subunit I
chr,NC_011294.1,2424972,2425949,-,-,-,SEN_RS11975,WP_000118515.1,325,MULTISPECIES: NADH-quinone oxidoreductase subunit H
chr,NC_011294.1,2425946,2428678,-,-,-,SEN_RS11980,WP_000928370.1,910,NADH-quinone oxidoreductase subunit NuoG
chr,NC_011294.1,2428703,2430040,-,-,-,SEN_RS11985,WP_000800048.1,445,MULTISPECIES: NADH-quinone oxidoreductase subunit F
chr,NC_011294.1,2430037,2430537,-,-,-,SEN_RS11990,WP_000545038.1,166,MULTISPECIES: NADH-quinone oxidoreductase subunit E
chr,NC_011294.1,2430540,2432342,-,-,-,SEN_RS11995,WP_000247855.1,600,NADH-quinone oxidoreductase subunit C/D
chr,NC_011294.1,2432429,2433091,-,-,-,SEN_RS12000,WP_000386728.1,220,MULTISPECIES: NADH-quinone oxidoreductase subunit B
chr,NC_011294.1,2433107,2433550,-,-,-,SEN_RS12005,WP_000062993.1,147,MULTISPECIES: NADH-quinone oxidoreductase subunit A
chr,NC_011294.1,2433945,2434097,-,-,-,SEN_RS12010,WP_001121022.1,50,hypothetical protein
chr,NC_011294.1,2434177,2435115,-,-,-,SEN_RS12015,WP_000606288.1,312,transcriptional regulator LrhA
chr,NC_011294.1,2435780,2435965,-,-,-,SEN_RS12020,WP_001521217.1,61,hypothetical protein
chr,NC_011294.1,2436047,2437261,+,-,-,SEN_RS12025,WP_000074540.1,404,MULTISPECIES: pyridoxal phosphate-dependent aminotransferase
chr,NC_011294.1,2437355,2437954,+,-,-,SEN_RS12030,WP_000813882.1,199,5\'-deoxynucleotidase
chr,NC_011294.1,2438060,2439886,-,-,-,SEN_RS12035,WP_001012854.1,608,SLC13 family permease
chr,NC_011294.1,2439963,2440640,-,-,-,SEN_RS12040,WP_001555201.1,225,sugar phosphatase
chr,NC_011294.1,2440633,2441127,-,-,-,SEN_RS12045,WP_000426135.1,164,YfbU family protein
chr,NC_011294.1,2441210,2441665,-,-,-,SEN_RS12050,WP_000106617.1,151,MULTISPECIES: DUF412 domain-containing protein
chr,NC_011294.1,2442005,2443207,+,-,-,SEN_RS12055,WP_000095689.1,400,MULTISPECIES: acetate kinase
chr,NC_011294.1,2443284,2445428,+,-,-,SEN_RS12060,WP_000086692.1,714,phosphate acetyltransferase
chr,NC_011294.1,2445646,2447166,+,-,-,SEN_RS12065,WP_000117932.1,506,putative basic amino acid antiporter YfcC
chr,NC_011294.1,2447215,2448168,-,-,-,SEN_RS12070,WP_000593035.1,317,transketolase
chr,NC_011294.1,2448161,2448991,-,-,-,SEN_RS12075,WP_001103262.1,276,transketolase
chr,NC_011294.1,2448988,2450379,-,-,-,SEN_RS12080,WP_001522266.1,463,PTS ascorbate transporter subunit IIC
chr,NC_011294.1,2450400,2450672,-,-,-,SEN_RS12085,WP_000699818.1,90,MULTISPECIES: PTS sugar transporter subunit IIB
chr,NC_011294.1,2450753,2451196,-,-,-,SEN_RS12090,WP_000901821.1,147,PTS sugar transporter subunit IIA
chr,NC_011294.1,2451195,2451368,+,-,-,SEN_RS12095,WP_000895608.1,57,hypothetical protein
chr,NC_011294.1,2451449,2452468,+,-,-,SEN_RS12100,WP_000026949.1,339,LacI family DNA-binding transcriptional regulator
chr,NC_011294.1,2452474,2453028,-,-,-,SEN_RS12105,WP_000230215.1,184,NUDIX hydrolase
chr,NC_011294.1,2453085,2453636,-,-,-,SEN_RS12110,WP_000772458.1,183,phosphodiesterase
chr,NC_011294.1,2453692,2454336,-,-,-,SEN_RS12115,WP_000043012.1,214,glutathione transferase
chr,NC_011294.1,2454479,2455126,+,-,-,SEN_RS12120,WP_000566563.1,215,GSH-dependent disulfide bond oxidoreductase
chr,NC_011294.1,2455252,2456145,+,-,-,SEN_RS12125,WP_001166275.1,297,TIGR01777 family protein
chr,NC_011294.1,2456197,2456973,-,-,-,SEN_RS12130,WP_000986775.1,258,histidine transport ATP-binding protein HisP
chr,NC_011294.1,2456984,2457691,-,-,-,SEN_RS12135,WP_000569771.1,235,histidine ABC transporter permease
chr,NC_011294.1,2457688,2458374,-,-,-,SEN_RS12140,WP_000965498.1,228,histidine ABC transporter permease
chr,NC_011294.1,2458557,2459339,-,-,-,SEN_RS12145,WP_000731868.1,260,histidine ABC transporter substrate-binding protein HisJ
chr,NC_011294.1,2459577,2460359,-,-,-,SEN_RS12150,WP_000754422.1,260,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT
chr,NC_011294.1,2460479,2460670,-,-,-,SEN_RS23545,WP_024937332.1,63,hypothetical protein
chr,NC_011294.1,2460648,2461217,-,-,-,SEN_RS12155,WP_000825682.1,189,3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein
chr,NC_011294.1,2461244,2462650,-,-,-,SEN_RS12160,WP_000380353.1,468,amino acid permease
chr,NC_011294.1,2462714,2463817,-,-,-,SEN_RS12165,WP_000281907.1,367,alanine/ornithine racemase family PLP-dependent enzyme
chr,NC_011294.1,2463819,2465240,-,-,-,SEN_RS12170,WP_000072511.1,473,amino acid permease
chr,NC_011294.1,2465331,2466728,-,-,-,SEN_RS12175,WP_000132307.1,465,diaminopimelate decarboxylase
chr,NC_011294.1,2466939,2468366,+,-,-,SEN_RS12180,WP_000168929.1,475,sigma-54-dependent Fis family transcriptional regulator
chr,NC_011294.1,2468402,2469919,-,-,-,SEN_RS12185,WP_000334205.1,505,MULTISPECIES: amidophosphoribosyltransferase
chr,NC_011294.1,2469957,2470445,-,-,-,SEN_RS12190,WP_000262102.1,162,colicin V production protein
chr,NC_011294.1,2470756,2471430,-,-,-,SEN_RS12195,WP_000157031.1,224,cell division protein DedD
chr,NC_011294.1,2471420,2472688,-,-,-,SEN_RS12200,WP_000792281.1,422,bifunctional tetrahydrofolate synthase/dihydrofolate synthase
chr,NC_011294.1,2472756,2473670,-,-,-,SEN_RS12205,WP_000118383.1,304,acetyl-CoA carboxylase carboxyl transferase subunit beta
chr,NC_011294.1,2473820,2474479,-,-,-,SEN_RS12210,WP_000364318.1,219,DedA family protein
chr,NC_011294.1,2474528,2475340,-,-,-,SEN_RS12215,WP_000016631.1,270,tRNA pseudouridine(38-40) synthase TruA
chr,NC_011294.1,2475340,2476353,-,-,-,SEN_RS12220,WP_001289141.1,337,aspartate-semialdehyde dehydrogenase
